2025-04-04_10-08-10,000%,draft.go:2025-04-04_10-08-10
2025-04-04_10-13-05,Execução Livre,draft.go:2025-04-04_10-13-05
2025-04-04_10-15-17,000%,draft.go:2025-04-04_10-15-17
2025-04-04_10-15-20,000%,draft.go:2025-04-04_10-15-17
2025-04-04_10-15-21,000%,draft.go:2025-04-04_10-15-17
2025-04-04_10-15-22,000%,draft.go:2025-04-04_10-15-17
2025-04-04_10-15-23,000%,draft.go:2025-04-04_10-15-17
2025-04-04_16-13-13,000%,draft.go:2025-04-04_16-13-13
2025-04-04_16-13-13,000%,draft.go:2025-04-04_16-13-13
2025-04-04_16-14-47,000%,draft.go:2025-04-04_16-14-47
2025-04-04_16-15-13,000%,draft.go:2025-04-04_16-15-13
2025-04-04_16-17-28,000%,draft.go:2025-04-04_16-17-28
2025-04-04_16-18-38,000%,draft.go:2025-04-04_16-18-38
2025-04-04_16-19-12,000%,draft.go:2025-04-04_16-19-12
2025-04-04_16-19-32,000%,draft.go:2025-04-04_16-19-32
2025-04-04_16-20-28,000%,draft.go:2025-04-04_16-20-28
2025-04-04_16-26-47,000%,draft.go:2025-04-04_16-26-47
2025-04-04_16-27-02,000%,draft.go:2025-04-04_16-27-02
2025-04-04_16-27-34,000%,draft.go:2025-04-04_16-27-34
2025-04-04_16-28-13,000%,draft.go:2025-04-04_16-28-13
2025-04-04_16-28-41,000%,draft.go:2025-04-04_16-28-41
2025-04-04_16-28-55,000%,draft.go:2025-04-04_16-28-55
2025-04-04_16-29-13,000%,draft.go:2025-04-04_16-29-13
2025-04-04_16-30-39,000%,draft.go:2025-04-04_16-30-39
2025-04-04_16-43-09,000%,draft.go:2025-04-04_16-43-09
2025-04-04_16-43-27,000%,draft.go:2025-04-04_16-43-27
2025-04-04_16-43-48,000%,draft.go:2025-04-04_16-43-48
2025-04-04_16-44-45,000%,draft.go:2025-04-04_16-44-45
2025-04-04_16-45-30,000%,draft.go:2025-04-04_16-45-30
2025-04-04_16-45-42,000%,draft.go:2025-04-04_16-45-42
2025-04-04_16-45-51,000%,draft.go:2025-04-04_16-45-51
2025-04-04_16-48-21,000%,draft.go:2025-04-04_16-48-21
2025-04-04_16-48-28,000%,draft.go:2025-04-04_16-48-28
2025-04-04_16-50-10,000%,draft.go:2025-04-04_16-50-10
2025-04-04_16-50-38,000%,draft.go:2025-04-04_16-50-38
2025-04-04_16-50-39,000%,draft.go:2025-04-04_16-50-38
2025-04-04_16-50-40,000%,draft.go:2025-04-04_16-50-38
2025-04-04_16-52-55,000%,draft.go:2025-04-04_16-50-38
2025-04-04_16-52-58,000%,draft.go:2025-04-04_16-50-38
2025-04-04_16-52-59,000%,draft.go:2025-04-04_16-50-38
2025-04-04_16-53-00,000%,draft.go:2025-04-04_16-50-38
2025-04-04_16-53-00,000%,draft.go:2025-04-04_16-50-38
2025-04-04_16-53-48,000%,draft.go:2025-04-04_16-53-48
2025-04-04_16-59-02,000%,draft.go:2025-04-04_16-59-02
2025-04-04_16-59-39,000%,draft.go:2025-04-04_16-59-39
2025-04-04_17-01-20,000%,draft.go:2025-04-04_17-01-20
2025-04-04_17-01-35,000%,draft.go:2025-04-04_17-01-35
2025-04-04_17-03-49,000%,draft.go:2025-04-04_17-03-49
2025-04-05_13-28-43,000%,draft.go:2025-04-05_13-28-43
2025-04-05_13-28-43,000%,draft.go:2025-04-05_13-28-43
2025-04-05_13-32-01,000%,draft.go:2025-04-05_13-32-01
2025-04-05_13-36-15,000%,draft.go:2025-04-05_13-36-15
2025-04-05_13-38-37,000%,draft.go:2025-04-05_13-38-37
2025-04-05_13-40-59,000%,draft.go:2025-04-05_13-40-59
2025-04-05_13-41-09,000%,draft.go:2025-04-05_13-41-09
2025-04-05_13-41-21,000%,draft.go:2025-04-05_13-41-21
2025-04-05_13-42-13,025%,draft.go:2025-04-05_13-42-13
2025-04-05_13-42-23,025%,draft.go:2025-04-05_13-42-13
2025-04-05_13-45-45,025%,draft.go:2025-04-05_13-45-45
2025-04-05_13-46-07,025%,draft.go:2025-04-05_13-46-07
2025-04-05_13-46-38,025%,draft.go:2025-04-05_13-46-38
2025-04-05_13-46-49,000%,draft.go:2025-04-05_13-46-49
2025-04-05_13-46-55,050%,draft.go:2025-04-05_13-46-55
2025-04-05_13-47-06,025%,draft.go:2025-04-05_13-47-06
2025-04-05_13-47-15,100%,draft.go:2025-04-05_13-47-15
2025-04-05_13-47-22,100%,draft.go:2025-04-05_13-47-15
2025-04-05_20-35-37,100%,draft.go:2025-04-05_20-35-37
